#SampleID,#SampleID,empo_0,empo_1,empo_2,empo_3,averagecopy
894.YY1083.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.353574152003841
894.YY1084.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3661883870276434
894.YY1085.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.5424623082181186
894.YY1086.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.7276835979288907
894.YY1087.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3762762657734227
894.YY1088.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.209795923466601
894.YY1089.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3032126416210685
894.YY1090.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.414724328216576
894.YY1091.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.502680767771574
894.YY1092.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.8584794987453224
894.YY1093.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.425014358972195
894.YY1094.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.547167490238372
894.YY1095.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.379486552760801
894.YY1096.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.404594610274314
894.YY1097.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.5132935271778183
894.YY1098.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.9678205445088577
894.YY1099.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.661522157624572
894.YY1100.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.853180692519745
894.YY1101.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4658661644380375
894.YY1102.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.1504619150656694
894.YY1103.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.7409786235557596
894.YY1104.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.7402904113712743
894.YY1105.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.68283495615034
894.YY1106.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.281925141425212
894.YY1107.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.1542042899043676
894.YY1108.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.6309531165882722
894.YY1109.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.132277414898552
894.YY1110.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.169349335611167
894.YY1111.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.71469665200157
894.YY1112.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.0044593729562505
894.YY1113.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.7526877446644464
894.YY1114.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.304551019786234
894.YY1115.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.284084478537014
894.YY1116.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.800581127547418
894.YY1117.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.647568250465372
894.YY1118.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.247104233751548
894.YY1119.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.5827089371077734
894.YY1120.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.317159699406474
894.YY1121.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2222450311994857
894.YY1122.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.2765031804372056
894.YY1123.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2983381129718863
894.YY1124.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.6536251578582086
894.YY1125.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.7855048653875683
894.YY1126.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2709412823590074
894.YY1127.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.454815436612869
894.YY1128.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,5.028590793134043
894.YY1129.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.166758528207415
894.YY1130.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.962666280872717
894.YY1131.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,7.001911736797062
894.YY1132.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.697570820787432
894.YY1133.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,7.5176225032848665
894.YY1134.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.32979406135025
894.YY1135.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.158851328190295
894.YY1136.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4007024182701513
894.YY1137.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.38550602196788
894.YY1138.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3858290750375675
894.YY1139.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.6273240578552213
894.YY1140.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.0845687914391675
894.YY1141.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.511318711292684
894.YY1142.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.642069852955717
894.YY1143.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.653751543314679
894.YY1144.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.389571734625772
894.YY1145.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.087837785974703
894.YY1146.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3493863747942605
894.YY1147.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4227229533315757
894.YY1148.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.6222133821851767
894.YY1149.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.6793345955446606
894.YY1150.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3170858445079054
894.YY1151.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3660757681214903
894.YY1152.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.534784771991434
894.YY1153.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3177464188423484
894.YY1154.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2642671774111554
894.YY1155.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.131417009868948
894.YY1156.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.5233121755451204
894.YY1157.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.653411002790627
894.YY1158.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3014555582210283
894.YY1159.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4631192970063416
894.YY1160.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.5586236996183644
894.YY1161.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.29670714213736
894.YY1162.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.780527747262571
894.YY1163.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.636846100329613
894.YY1164.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.1606936077321457
894.YY1165.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.3212291615811673
894.YY1166.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.157263691020143
894.YY1167.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.507547585831002
894.YY1168.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.572159003328621
894.YY1169.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.467159104725416
894.YY1170.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.5262360868059672
894.YY1171.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3415195518237875
894.YY1172.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3741997002004314
894.YY1173.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.475541673485556
894.YY1174.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.653689216049677
894.YY1175.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.6724579267357913
894.YY1176.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.74109296077624
894.YY1177.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.397611593982566
894.YY1178.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.467720171700194
894.YY1179.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.798738547661039
894.YY1180.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.799118843480382
894.YY1181.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,
894.YY1182.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4418750606332664
894.YY1183.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3195414905286977
894.YY1184.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.42634302098535
894.YY1185.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.427165850913131
894.YY1186.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3334666180708346
894.YY1187.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.589569651679363
894.YY1188.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.5224421433427247
894.YY1189.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3613802111338456
894.YY1190.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4051857496446507
894.YY1191.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3477278969480158
894.YY1192.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4837164753393
894.YY1193.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4076526165461183
894.YY1194.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4469625232160346
894.YY1195.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.42939619264947
894.YY1196.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3514210182172177
894.YY1197.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4885910992003626
894.YY1198.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.368298453672266
894.YY1199.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.568546649227588
894.YY1200.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.394727623402072
894.YY1201.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.46662102673366
894.YY1202.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3554251998096394
894.YY1203.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.365067784921873
894.YY1204.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4206313765773793
894.YY1205.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.343930894193006
894.YY1571.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.7980724008896307
894.YY1572.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.400605828372577
894.YY1573.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.3850708199125945
894.YY1574.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4937079462555167
894.YY1575.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4266856253071176
894.YY1576.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.097125765374796
894.YY1577.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3504295830234065
894.YY1578.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.7950537951364884
894.YY1579.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4382556145549916
894.YY1580.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.200774602420962
894.YY1581.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.338859617438818
894.YY1582.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2998843456522278
894.YY1583.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.52718443883542
894.YY1584.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2902235509441438
894.YY1585.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.680844346668254
894.YY1586.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.424431047808118
894.YY1587.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.8317664765350004
894.YY1588.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,5.191795894969171
894.YY1590.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.144256301241391
894.YY1591.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.8231960741646502
894.YY1592.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.091706677420953
894.YY1593.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.52565847800347
894.YY1594.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,5.328729029907172
894.YY1596.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.724230814766166
894.YY1597.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.246017663933062
894.YY1598.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.739322890461534
894.YY1599.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3206515053161256
894.YY1600.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.3019624846908577
894.YY1601.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.418688230232401
894.YY1602.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.869983276876138
894.YY1603.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2623524552340992
894.YY1604.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.118215833113903
894.YY1605.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.7385213118075504
894.YY1606.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.3397831469584895
894.YY1607.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4850259837835167
894.YY1608.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.4787354011708826
894.YY1609.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.8309776413304037
894.YY1610.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.0925186371751234
894.YY1611.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.2194187158520484
894.YY1612.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.8673508819639304
894.YY1613.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.6558977374649873
894.YY1614.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.8302883315608756
894.YY1617.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.4958831082544752
894.YY1618.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.924478751812572
894.YY1619.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.8386755689318885
894.YY1620.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.297784415450569
894.YY1622.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,1.9404721925975583
894.YY1623.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,8.38251365585222
894.YY1624.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.5979331718058503
894.YY1625.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.599031562636703
894.YY1626.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,1.7725653716958953
894.YY1627.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.059634019646346
894.YY1628.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,2.996201883166191
894.YY1629.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.003853286910842
894.YY1630.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.572436535550594
894.YY1631.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.1520267235777757
894.YY1632.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,3.683663987830443
894.YY1633.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,5.006763869568838
894.YY1634.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,5.6759097868877415
894.YY1635.lane5.NoIndex.L005,,EMP sample,Host-associated,Animal,Animal distal gut,4.335171556667696
